# ell   TT    EE     BB    TE    PP    TP    EP
  3037   3.0170779e+01   8.0816750e-01   0.0000000e+00  -1.5639269e+00   9.3029070e-10   3.9810908e-14  -3.0604450e-16
  3038   3.0094102e+01   8.0457051e-01   0.0000000e+00  -1.5444202e+00   9.2968354e-10   3.9876144e-14  -3.2832343e-16
  3039   3.0016620e+01   8.0108810e-01   0.0000000e+00  -1.5250111e+00   9.2907690e-10   3.9941558e-14  -3.5044142e-16
  3040   2.9938436e+01   7.9771994e-01   0.0000000e+00  -1.5057092e+00   9.2847078e-10   4.0007146e-14  -3.7239638e-16
  3041   2.9859553e+01   7.9446471e-01   0.0000000e+00  -1.4865340e+00   9.2786541e-10   4.0072893e-14  -3.9418621e-16
  3042   2.9779972e+01   7.9132408e-01   0.0000000e+00  -1.4674750e+00   9.2726033e-10   4.0138770e-14  -4.1580862e-16
  3043   2.9699696e+01   7.8829573e-01   0.0000000e+00  -1.4485515e+00   9.2665576e-10   4.0204779e-14  -4.3726160e-16
  3044   2.9618727e+01   7.8537933e-01   0.0000000e+00  -1.4297533e+00   9.2605172e-10   4.0270893e-14  -4.5854292e-16
  3045   2.9537168e+01   7.8257456e-01   0.0000000e+00  -1.4110996e+00   9.2544819e-10   4.0337109e-14  -4.7965054e-16
  3046   2.9454921e+01   7.7988109e-01   0.0000000e+00  -1.3925901e+00   9.2484518e-10   4.0403402e-14  -5.0058222e-16
  3047   2.9371988e+01   7.7729661e-01   0.0000000e+00  -1.3742242e+00   9.2424269e-10   4.0469768e-14  -5.2133593e-16
  3048   2.9288473e+01   7.7482278e-01   0.0000000e+00  -1.3560314e+00   9.2364071e-10   4.0536183e-14  -5.4190941e-16
  3049   2.9204377e+01   7.7245728e-01   0.0000000e+00  -1.3379912e+00   9.2303924e-10   4.0602641e-14  -5.6230065e-16
  3050   2.9119702e+01   7.7019978e-01   0.0000000e+00  -1.3201132e+00   9.2243829e-10   4.0669119e-14  -5.8250738e-16
  3051   2.9034451e+01   7.6805000e-01   0.0000000e+00  -1.3024166e+00   9.2183786e-10   4.0735613e-14  -6.0252786e-16
  3052   2.8948624e+01   7.6600580e-01   0.0000000e+00  -1.2849007e+00   9.2123816e-10   4.0802113e-14  -6.2236135e-16
  3053   2.8862220e+01   7.6406705e-01   0.0000000e+00  -1.2675646e+00   9.2063875e-10   4.0868595e-14  -6.4200714e-16
  3054   2.8775339e+01   7.6223367e-01   0.0000000e+00  -1.2504174e+00   9.2003985e-10   4.0935065e-14  -6.6146497e-16
  3055   2.8687980e+01   7.6050453e-01   0.0000000e+00  -1.2334682e+00   9.1944146e-10   4.1001504e-14  -6.8073418e-16
  3056   2.8600143e+01   7.5887954e-01   0.0000000e+00  -1.2167060e+00   9.1884359e-10   4.1067913e-14  -6.9981447e-16
  3057   2.8511828e+01   7.5735657e-01   0.0000000e+00  -1.2001599e+00   9.1824622e-10   4.1134273e-14  -7.1870517e-16
  3058   2.8423134e+01   7.5593553e-01   0.0000000e+00  -1.1838192e+00   9.1764937e-10   4.1200585e-14  -7.3740597e-16
  3059   2.8333861e+01   7.5461530e-01   0.0000000e+00  -1.1676828e+00   9.1705302e-10   4.1266830e-14  -7.5591622e-16
  3060   2.8244309e+01   7.5339378e-01   0.0000000e+00  -1.1517698e+00   9.1645718e-10   4.1333010e-14  -7.7423560e-16
  3061   2.8154176e+01   7.5227186e-01   0.0000000e+00  -1.1360694e+00   9.1586184e-10   4.1399104e-14  -7.9236345e-16
  3062   2.8063763e+01   7.5124743e-01   0.0000000e+00  -1.1206006e+00   9.1526723e-10   4.1465119e-14  -8.1029956e-16
  3063   2.7972969e+01   7.5031938e-01   0.0000000e+00  -1.1053525e+00   9.1467291e-10   4.1531032e-14  -8.2804317e-16
  3064   2.7881794e+01   7.4948760e-01   0.0000000e+00  -1.0903343e+00   9.1407909e-10   4.1596832e-14  -8.4559378e-16
  3065   2.7790237e+01   7.4874899e-01   0.0000000e+00  -1.0755550e+00   9.1348577e-10   4.1662522e-14  -8.6295110e-16
  3066   2.7698398e+01   7.4810444e-01   0.0000000e+00  -1.0610137e+00   9.1289296e-10   4.1728082e-14  -8.8011446e-16
  3067   2.7606177e+01   7.4755083e-01   0.0000000e+00  -1.0467095e+00   9.1230065e-10   4.1793513e-14  -8.9708357e-16
  3068   2.7513672e+01   7.4708807e-01   0.0000000e+00  -1.0326516e+00   9.1170884e-10   4.1858796e-14  -9.1385773e-16
  3069   2.7420885e+01   7.4671504e-01   0.0000000e+00  -1.0188389e+00   9.1111753e-10   4.1923932e-14  -9.3043667e-16
  3070   2.7327914e+01   7.4643063e-01   0.0000000e+00  -1.0052806e+00   9.1052672e-10   4.1988902e-14  -9.4681970e-16
  3071   2.7234658e+01   7.4623174e-01   0.0000000e+00  -9.9197588e-01   9.0993663e-10   4.2053712e-14  -9.6300665e-16
  3072   2.7141118e+01   7.4611926e-01   0.0000000e+00  -9.7893370e-01   9.0934681e-10   4.2118338e-14  -9.7899671e-16
  3073   2.7047394e+01   7.4609007e-01   0.0000000e+00  -9.6614320e-01   9.0875750e-10   4.2182772e-14  -9.9478938e-16
  3074   2.6953484e+01   7.4614308e-01   0.0000000e+00  -9.5361348e-01   9.0816868e-10   4.2247013e-14  -1.0103844e-15
  3075   2.6859488e+01   7.4627817e-01   0.0000000e+00  -9.4135363e-01   9.0758036e-10   4.2311044e-14  -1.0257811e-15
  3076   2.6765206e+01   7.4649224e-01   0.0000000e+00  -9.2935276e-01   9.0699253e-10   4.2374865e-14  -1.0409792e-15
  3077   2.6670837e+01   7.4678417e-01   0.0000000e+00  -9.1762995e-01   9.0640520e-10   4.2438457e-14  -1.0559779e-15
  3078   2.6576382e+01   7.4715286e-01   0.0000000e+00  -9.0617429e-01   9.0581836e-10   4.2501821e-14  -1.0707771e-15
  3079   2.6481839e+01   7.4759720e-01   0.0000000e+00  -8.9498490e-01   9.0523202e-10   4.2564938e-14  -1.0853760e-15
  3080   2.6387208e+01   7.4811508e-01   0.0000000e+00  -8.8407085e-01   9.0464638e-10   4.2627814e-14  -1.0997744e-15
  3081   2.6292490e+01   7.4870340e-01   0.0000000e+00  -8.7344125e-01   9.0406102e-10   4.2690426e-14  -1.1139716e-15
  3082   2.6197682e+01   7.4936304e-01   0.0000000e+00  -8.6308519e-01   9.0347615e-10   4.2752763e-14  -1.1279670e-15
  3083   2.6102886e+01   7.5009090e-01   0.0000000e+00  -8.5300576e-01   9.0289177e-10   4.2814828e-14  -1.1417605e-15
  3084   2.6008000e+01   7.5088487e-01   0.0000000e+00  -8.4320807e-01   9.0230788e-10   4.2876601e-14  -1.1553511e-15
  3085   2.5913224e+01   7.5174483e-01   0.0000000e+00  -8.3369220e-01   9.0172448e-10   4.2938083e-14  -1.1687388e-15
  3086   2.5818358e+01   7.5266769e-01   0.0000000e+00  -8.2445825e-01   9.0114156e-10   4.2999255e-14  -1.1819229e-15
  3087   2.5723702e+01   7.5365234e-01   0.0000000e+00  -8.1550832e-01   9.0055913e-10   4.3060118e-14  -1.1949029e-15
  3088   2.5628954e+01   7.5469666e-01   0.0000000e+00  -8.0684350e-01   8.9997741e-10   4.3120664e-14  -1.2076786e-15
  3089   2.5534415e+01   7.5580054e-01   0.0000000e+00  -7.9846288e-01   8.9939595e-10   4.3180868e-14  -1.2202489e-15
  3090   2.5439884e+01   7.5695989e-01   0.0000000e+00  -7.9036857e-01   8.9881498e-10   4.3240735e-14  -1.2326139e-15
  3091   2.5345561e+01   7.5817459e-01   0.0000000e+00  -7.8256065e-01   8.9823449e-10   4.3300248e-14  -1.2447727e-15
  3092   2.5251345e+01   7.5944253e-01   0.0000000e+00  -7.7504023e-01   8.9765449e-10   4.3359408e-14  -1.2567252e-15
  3093   2.5157336e+01   7.6076260e-01   0.0000000e+00  -7.6780639e-01   8.9707496e-10   4.3418194e-14  -1.2684706e-15
  3094   2.5063434e+01   7.6213070e-01   0.0000000e+00  -7.6085924e-01   8.9649592e-10   4.3476608e-14  -1.2800086e-15
  3095   2.4969837e+01   7.6354772e-01   0.0000000e+00  -7.5419986e-01   8.9591736e-10   4.3534632e-14  -1.2913385e-15
  3096   2.4876347e+01   7.6500955e-01   0.0000000e+00  -7.4782536e-01   8.9533929e-10   4.3592266e-14  -1.3024602e-15
  3097   2.4783161e+01   7.6651608e-01   0.0000000e+00  -7.4173882e-01   8.9476190e-10   4.3649502e-14  -1.3133730e-15
  3098   2.4690181e+01   7.6806421e-01   0.0000000e+00  -7.3593735e-01   8.9418478e-10   4.3706314e-14  -1.3240762e-15
  3099   2.4597405e+01   7.6965281e-01   0.0000000e+00  -7.3042203e-01   8.9360813e-10   4.3762709e-14  -1.3345696e-15
  3100   2.4505033e+01   7.7127880e-01   0.0000000e+00  -7.2519197e-01   8.9303197e-10   4.3818669e-14  -1.3448525e-15
  3101   2.4412864e+01   7.7294210e-01   0.0000000e+00  -7.2024533e-01   8.9245628e-10   4.3874194e-14  -1.3549249e-15
  3102   2.4321097e+01   7.7464080e-01   0.0000000e+00  -7.1558155e-01   8.9188106e-10   4.3929268e-14  -1.3647864e-15
  3103   2.4229629e+01   7.7637106e-01   0.0000000e+00  -7.1120015e-01   8.9130633e-10   4.3983892e-14  -1.3744377e-15
  3104   2.4138458e+01   7.7813401e-01   0.0000000e+00  -7.0710166e-01   8.9073228e-10   4.4038061e-14  -1.3838791e-15
  3105   2.4047682e+01   7.7992680e-01   0.0000000e+00  -7.0328458e-01   8.9015849e-10   4.4091751e-14  -1.3931102e-15
  3106   2.3957299e+01   7.8174657e-01   0.0000000e+00  -6.9974843e-01   8.8958517e-10   4.4144972e-14  -1.4021319e-15
  3107   2.3867306e+01   7.8359345e-01   0.0000000e+00  -6.9649073e-01   8.8901233e-10   4.4197705e-14  -1.4109440e-15
  3108   2.3777702e+01   7.8546460e-01   0.0000000e+00  -6.9351200e-01   8.8843997e-10   4.4249953e-14  -1.4195472e-15
  3109   2.3688484e+01   7.8735915e-01   0.0000000e+00  -6.9081075e-01   8.8786807e-10   4.4301701e-14  -1.4279412e-15
  3110   2.3599751e+01   7.8927425e-01   0.0000000e+00  -6.8838550e-01   8.8729665e-10   4.4352950e-14  -1.4361268e-15
  3111   2.3511399e+01   7.9121003e-01   0.0000000e+00  -6.8623578e-01   8.8672570e-10   4.4403683e-14  -1.4441038e-15
  3112   2.3423527e+01   7.9316164e-01   0.0000000e+00  -6.8435908e-01   8.8615543e-10   4.4453910e-14  -1.4518730e-15
  3113   2.3336132e+01   7.9513122e-01   0.0000000e+00  -6.8275494e-01   8.8558543e-10   4.4503606e-14  -1.4594341e-15
  3114   2.3249213e+01   7.9711391e-01   0.0000000e+00  -6.8141986e-01   8.8501589e-10   4.4552766e-14  -1.4667873e-15
  3115   2.3162766e+01   7.9910986e-01   0.0000000e+00  -6.8035337e-01   8.8444683e-10   4.4601392e-14  -1.4739333e-15
  3116   2.3076791e+01   8.0111720e-01   0.0000000e+00  -6.7955198e-01   8.8387823e-10   4.4649466e-14  -1.4808719e-15
  3117   2.2991385e+01   8.0313408e-01   0.0000000e+00  -6.7901321e-01   8.8331011e-10   4.4696994e-14  -1.4876038e-15
  3118   2.2906545e+01   8.0515865e-01   0.0000000e+00  -6.7873658e-01   8.8274245e-10   4.4743956e-14  -1.4941288e-15
  3119   2.2822270e+01   8.0719003e-01   0.0000000e+00  -6.7871960e-01   8.8217547e-10   4.4790361e-14  -1.5004477e-15
  3120   2.2738458e+01   8.0922537e-01   0.0000000e+00  -6.7895878e-01   8.8160875e-10   4.4836187e-14  -1.5065602e-15
  3121   2.2655305e+01   8.1126482e-01   0.0000000e+00  -6.7945266e-01   8.8104250e-10   4.4881427e-14  -1.5124666e-15
  3122   2.2572710e+01   8.1330552e-01   0.0000000e+00  -6.8019774e-01   8.8047672e-10   4.4926084e-14  -1.5181674e-15
  3123   2.2490771e+01   8.1534561e-01   0.0000000e+00  -6.8119054e-01   8.7991140e-10   4.4970140e-14  -1.5236626e-15
  3124   2.2409386e+01   8.1738322e-01   0.0000000e+00  -6.8242957e-01   8.7934655e-10   4.5013599e-14  -1.5289528e-15
  3125   2.2328552e+01   8.1941851e-01   0.0000000e+00  -6.8391136e-01   8.7878216e-10   4.5056443e-14  -1.5340377e-15
  3126   2.2248467e+01   8.2144862e-01   0.0000000e+00  -6.8563442e-01   8.7821825e-10   4.5098676e-14  -1.5389182e-15
  3127   2.2168930e+01   8.2347168e-01   0.0000000e+00  -6.8759327e-01   8.7765500e-10   4.5140291e-14  -1.5435943e-15
  3128   2.2090037e+01   8.2548683e-01   0.0000000e+00  -6.8978642e-01   8.7709201e-10   4.5181264e-14  -1.5480658e-15
  3129   2.2011788e+01   8.2749223e-01   0.0000000e+00  -6.9220940e-01   8.7652949e-10   4.5221605e-14  -1.5523335e-15
  3130   2.1934278e+01   8.2948601e-01   0.0000000e+00  -6.9485871e-01   8.7596743e-10   4.5261296e-14  -1.5563973e-15
  3131   2.1857307e+01   8.3146831e-01   0.0000000e+00  -6.9773088e-01   8.7540583e-10   4.5300340e-14  -1.5602578e-15
  3132   2.1781173e+01   8.3343528e-01   0.0000000e+00  -7.0082242e-01   8.7484470e-10   4.5338720e-14  -1.5639148e-15
  3133   2.1705572e+01   8.3538705e-01   0.0000000e+00  -7.0412985e-01   8.7428424e-10   4.5376444e-14  -1.5673691e-15
  3134   2.1630803e+01   8.3732177e-01   0.0000000e+00  -7.0764869e-01   8.7372403e-10   4.5413491e-14  -1.5706205e-15
  3135   2.1556664e+01   8.3923759e-01   0.0000000e+00  -7.1137645e-01   8.7316428e-10   4.5449851e-14  -1.5736692e-15
  3136   2.1483253e+01   8.4113363e-01   0.0000000e+00  -7.1530765e-01   8.7260500e-10   4.5485530e-14  -1.5765158e-15
  3137   2.1410566e+01   8.4300706e-01   0.0000000e+00  -7.1943981e-01   8.7204617e-10   4.5520509e-14  -1.5791602e-15
  3138   2.1338603e+01   8.4485799e-01   0.0000000e+00  -7.2376744e-01   8.7148781e-10   4.5554792e-14  -1.5816029e-15
  3139   2.1267361e+01   8.4668459e-01   0.0000000e+00  -7.2828806e-01   8.7092991e-10   4.5588362e-14  -1.5838440e-15
  3140   2.1196838e+01   8.4848398e-01   0.0000000e+00  -7.3299619e-01   8.7037267e-10   4.5621226e-14  -1.5858841e-15
  3141   2.1127031e+01   8.5025632e-01   0.0000000e+00  -7.3788834e-01   8.6981569e-10   4.5653363e-14  -1.5877229e-15
  3142   2.1058039e+01   8.5199974e-01   0.0000000e+00  -7.4295904e-01   8.6925916e-10   4.5684764e-14  -1.5893608e-15
  3143   2.0989759e+01   8.5371338e-01   0.0000000e+00  -7.4820579e-01   8.6870310e-10   4.5715435e-14  -1.5907983e-15
  3144   2.0922289e+01   8.5539639e-01   0.0000000e+00  -7.5362212e-01   8.6814749e-10   4.5745356e-14  -1.5920352e-15
  3145   2.0855528e+01   8.5704691e-01   0.0000000e+00  -7.5920454e-01   8.6759234e-10   4.5774531e-14  -1.5930723e-15
  3146   2.0789571e+01   8.5866308e-01   0.0000000e+00  -7.6494857e-01   8.6703764e-10   4.5802943e-14  -1.5939094e-15
  3147   2.0724419e+01   8.6024505e-01   0.0000000e+00  -7.7084973e-01   8.6648361e-10   4.5830602e-14  -1.5945473e-15
  3148   2.0660068e+01   8.6179095e-01   0.0000000e+00  -7.7690253e-01   8.6592983e-10   4.5857482e-14  -1.5949856e-15
  3149   2.0596416e+01   8.6329892e-01   0.0000000e+00  -7.8310249e-01   8.6537651e-10   4.5883578e-14  -1.5952247e-15
  3150   2.0533561e+01   8.6476912e-01   0.0000000e+00  -7.8944412e-01   8.6482364e-10   4.5908893e-14  -1.5952651e-15
  3151   2.0471502e+01   8.6619968e-01   0.0000000e+00  -7.9592407e-01   8.6427123e-10   4.5933411e-14  -1.5951068e-15
  3152   2.0410335e+01   8.6758883e-01   0.0000000e+00  -8.0253643e-01   8.6371927e-10   4.5957140e-14  -1.5947515e-15
  3153   2.0349860e+01   8.6893678e-01   0.0000000e+00  -8.0927845e-01   8.6316797e-10   4.5980079e-14  -1.5942004e-15
  3154   2.0290174e+01   8.7024077e-01   0.0000000e+00  -8.1614533e-01   8.6261691e-10   4.6002211e-14  -1.5934543e-15
  3155   2.0231277e+01   8.7150100e-01   0.0000000e+00  -8.2313232e-01   8.6206632e-10   4.6023552e-14  -1.5925151e-15
  3156   2.0173266e+01   8.7271671e-01   0.0000000e+00  -8.3023563e-01   8.6151617e-10   4.6044089e-14  -1.5913836e-15
  3157   2.0115939e+01   8.7388611e-01   0.0000000e+00  -8.3745150e-01   8.6096647e-10   4.6063833e-14  -1.5900617e-15
  3158   2.0059495e+01   8.7500844e-01   0.0000000e+00  -8.4477314e-01   8.6041723e-10   4.6082771e-14  -1.5885502e-15
  3159   2.0003832e+01   8.7608190e-01   0.0000000e+00  -8.5219879e-01   8.5986843e-10   4.6100915e-14  -1.5868509e-15
  3160   1.9948949e+01   8.7710774e-01   0.0000000e+00  -8.5972366e-01   8.5932029e-10   4.6118262e-14  -1.5849650e-15
  3161   1.9894944e+01   8.7808316e-01   0.0000000e+00  -8.6734200e-01   8.5877240e-10   4.6134796e-14  -1.5828934e-15
  3162   1.9841714e+01   8.7900739e-01   0.0000000e+00  -8.7505002e-01   8.5822495e-10   4.6150531e-14  -1.5806379e-15
  3163   1.9789258e+01   8.7988165e-01   0.0000000e+00  -8.8284296e-01   8.5767795e-10   4.6165457e-14  -1.5781994e-15
  3164   1.9737575e+01   8.8070217e-01   0.0000000e+00  -8.9071703e-01   8.5713140e-10   4.6179583e-14  -1.5755797e-15
  3165   1.9686763e+01   8.8147117e-01   0.0000000e+00  -8.9866746e-01   8.5658529e-10   4.6192897e-14  -1.5727796e-15
  3166   1.9636720e+01   8.8218588e-01   0.0000000e+00  -9.0668949e-01   8.5603984e-10   4.6205415e-14  -1.5698012e-15
  3167   1.9587444e+01   8.8284550e-01   0.0000000e+00  -9.1477933e-01   8.5549462e-10   4.6217119e-14  -1.5666450e-15
  3168   1.9539034e+01   8.8345128e-01   0.0000000e+00  -9.2293122e-01   8.5494986e-10   4.6228009e-14  -1.5633126e-15
  3169   1.9491288e+01   8.8400042e-01   0.0000000e+00  -9.3114137e-01   8.5440553e-10   4.6238095e-14  -1.5598054e-15
  3170   1.9444504e+01   8.8449416e-01   0.0000000e+00  -9.3940502e-01   8.5386165e-10   4.6247363e-14  -1.5561246e-15
  3171   1.9398380e+01   8.8492972e-01   0.0000000e+00  -9.4771740e-01   8.5331821e-10   4.6255826e-14  -1.5522718e-15
  3172   1.9353115e+01   8.8530831e-01   0.0000000e+00  -9.5607372e-01   8.5277542e-10   4.6263481e-14  -1.5482482e-15
  3173   1.9308607e+01   8.8562717e-01   0.0000000e+00  -9.6447122e-01   8.5223287e-10   4.6270312e-14  -1.5440548e-15
  3174   1.9264855e+01   8.8588851e-01   0.0000000e+00  -9.7290213e-01   8.5169076e-10   4.6276333e-14  -1.5396933e-15
  3175   1.9221856e+01   8.8608856e-01   0.0000000e+00  -9.8136466e-01   8.5114909e-10   4.6281533e-14  -1.5351646e-15
  3176   1.9179708e+01   8.8622954e-01   0.0000000e+00  -9.8985304e-01   8.5060786e-10   4.6285923e-14  -1.5304706e-15
  3177   1.9138211e+01   8.8631067e-01   0.0000000e+00  -9.9836151e-01   8.5006707e-10   4.6289489e-14  -1.5256121e-15
  3178   1.9097562e+01   8.8633118e-01   0.0000000e+00  -1.0068873e+00   8.4952692e-10   4.6292248e-14  -1.5205911e-15
  3179   1.9057560e+01   8.8629228e-01   0.0000000e+00  -1.0154316e+00   8.4898701e-10   4.6294183e-14  -1.5154082e-15
  3180   1.9018403e+01   8.8619221e-01   0.0000000e+00  -1.0239747e+00   8.4844753e-10   4.6295291e-14  -1.5100648e-15
  3181   1.8979989e+01   8.8603118e-01   0.0000000e+00  -1.0325267e+00   8.4790850e-10   4.6295585e-14  -1.5045626e-15
  3182   1.8942317e+01   8.8581042e-01   0.0000000e+00  -1.0410680e+00   8.4736990e-10   4.6295050e-14  -1.4989025e-15
  3183   1.8905284e+01   8.8552815e-01   0.0000000e+00  -1.0496187e+00   8.4683173e-10   4.6293698e-14  -1.4930863e-15
  3184   1.8869090e+01   8.8518559e-01   0.0000000e+00  -1.0581491e+00   8.4629420e-10   4.6291528e-14  -1.4871152e-15
  3185   1.8833532e+01   8.8478097e-01   0.0000000e+00  -1.0666594e+00   8.4575691e-10   4.6288521e-14  -1.4809901e-15
  3186   1.8798708e+01   8.8431451e-01   0.0000000e+00  -1.0751597e+00   8.4522005e-10   4.6284695e-14  -1.4747127e-15
  3187   1.8764617e+01   8.8378642e-01   0.0000000e+00  -1.0836305e+00   8.4468362e-10   4.6280036e-14  -1.4682841e-15
  3188   1.8731158e+01   8.8319695e-01   0.0000000e+00  -1.0920718e+00   8.4414763e-10   4.6274555e-14  -1.4617059e-15
  3189   1.8698428e+01   8.8254429e-01   0.0000000e+00  -1.1004839e+00   8.4361207e-10   4.6268240e-14  -1.4549791e-15
  3190   1.8666425e+01   8.8182969e-01   0.0000000e+00  -1.1088570e+00   8.4307714e-10   4.6261107e-14  -1.4481056e-15
  3191   1.8635049e+01   8.8105336e-01   0.0000000e+00  -1.1171914e+00   8.4254244e-10   4.6253138e-14  -1.4410861e-15
  3192   1.8604297e+01   8.8021553e-01   0.0000000e+00  -1.1254773e+00   8.4200818e-10   4.6244332e-14  -1.4339219e-15
  3193   1.8574167e+01   8.7931541e-01   0.0000000e+00  -1.1337149e+00   8.4147434e-10   4.6234699e-14  -1.4266147e-15
  3194   1.8544759e+01   8.7835324e-01   0.0000000e+00  -1.1418944e+00   8.4094093e-10   4.6224227e-14  -1.4191656e-15
  3195   1.8515969e+01   8.7733023e-01   0.0000000e+00  -1.1500160e+00   8.4040816e-10   4.6212932e-14  -1.4115763e-15
  3196   1.8487697e+01   8.7624560e-01   0.0000000e+00  -1.1580701e+00   8.3987561e-10   4.6200797e-14  -1.4038476e-15
  3197   1.8460141e+01   8.7509959e-01   0.0000000e+00  -1.1660667e+00   8.3934349e-10   4.6187820e-14  -1.3959809e-15
  3198   1.8433198e+01   8.7389240e-01   0.0000000e+00  -1.1739862e+00   8.3881179e-10   4.6174012e-14  -1.3879778e-15
  3199   1.8406868e+01   8.7262428e-01   0.0000000e+00  -1.1818288e+00   8.3828052e-10   4.6159361e-14  -1.3798393e-15
  3200   1.8381048e+01   8.7129443e-01   0.0000000e+00  -1.1895946e+00   8.3774968e-10   4.6143876e-14  -1.3715671e-15
  3201   1.8355737e+01   8.6990506e-01   0.0000000e+00  -1.1972740e+00   8.3721946e-10   4.6127558e-14  -1.3631625e-15
  3202   1.8331135e+01   8.6845430e-01   0.0000000e+00  -1.2048676e+00   8.3668947e-10   4.6110392e-14  -1.3546267e-15
  3203   1.8306942e+01   8.6694225e-01   0.0000000e+00  -1.2123658e+00   8.3615991e-10   4.6092398e-14  -1.3459619e-15
  3204   1.8283358e+01   8.6537104e-01   0.0000000e+00  -1.2197694e+00   8.3563076e-10   4.6073568e-14  -1.3371696e-15
  3205   1.8260283e+01   8.6373875e-01   0.0000000e+00  -1.2270788e+00   8.3510205e-10   4.6053916e-14  -1.3282517e-15
  3206   1.8237717e+01   8.6204850e-01   0.0000000e+00  -1.2342847e+00   8.3457395e-10   4.6033444e-14  -1.3192100e-15
  3207   1.8215660e+01   8.6029840e-01   0.0000000e+00  -1.2413777e+00   8.3404608e-10   4.6012141e-14  -1.3100456e-15
  3208   1.8194211e+01   8.5848956e-01   0.0000000e+00  -1.2483684e+00   8.3351863e-10   4.5990024e-14  -1.3007609e-15
  3209   1.8173072e+01   8.5662308e-01   0.0000000e+00  -1.2552573e+00   8.3299161e-10   4.5967087e-14  -1.2913573e-15
  3210   1.8152542e+01   8.5469908e-01   0.0000000e+00  -1.2620151e+00   8.3246500e-10   4.5943342e-14  -1.2818366e-15
