# ell     TT     EE      BB      TE
  1376  9.9497688e+02  2.6549397e+01  1.0947810e-01 -7.5723605e+01
  1377  9.9664832e+02  2.6319355e+01  1.0945587e-01 -7.5557413e+01
  1378  9.9829895e+02  2.6089600e+01  1.0943383e-01 -7.5374819e+01
  1379  9.9992920e+02  2.5860106e+01  1.0941197e-01 -7.5175936e+01
  1380  1.0015295e+03  2.5631047e+01  1.0939026e-01 -7.4960673e+01
  1381  1.0031202e+03  2.5402296e+01  1.0936868e-01 -7.4729339e+01
  1382  1.0046817e+03  2.5174127e+01  1.0934723e-01 -7.4481843e+01
  1383  1.0062145e+03  2.4946514e+01  1.0932588e-01 -7.4218289e+01
  1384  1.0077190e+03  2.4719531e+01  1.0930462e-01 -7.3938882e+01
  1385  1.0092055e+03  2.4493351e+01  1.0928342e-01 -7.3643826e+01
  1386  1.0106644e+03  2.4268049e+01  1.0926226e-01 -7.3333421e+01
  1387  1.0120862e+03  2.4043699e+01  1.0924115e-01 -7.3007669e+01
  1388  1.0134812e+03  2.3820374e+01  1.0922004e-01 -7.2666966e+01
  1389  1.0148399e+03  2.3598148e+01  1.0919893e-01 -7.2311411e+01
  1390  1.0161726e+03  2.3377195e+01  1.0917780e-01 -7.1941199e+01
  1391  1.0174697e+03  2.3157490e+01  1.0915663e-01 -7.1556624e+01
  1392  1.0187316e+03  2.2939207e+01  1.0913541e-01 -7.1157680e+01
  1393  1.0199686e+03  2.2722320e+01  1.0911411e-01 -7.0744657e+01
  1394  1.0211612e+03  2.2506904e+01  1.0909272e-01 -7.0317646e+01
  1395  1.0223097e+03  2.2293132e+01  1.0907122e-01 -6.9876934e+01
  1396  1.0234246e+03  2.2080881e+01  1.0904960e-01 -6.9422511e+01
  1397  1.0245061e+03  2.1870423e+01  1.0902783e-01 -6.8954761e+01
  1398  1.0255346e+03  2.1661735e+01  1.0900590e-01 -6.8473669e+01
  1399  1.0265305e+03  2.1454891e+01  1.0898380e-01 -6.7979719e+01
  1400  1.0274741e+03  2.1249967e+01  1.0896150e-01 -6.7473092e+01
  1401  1.0283859e+03  2.1047037e+01  1.0893899e-01 -6.6954064e+01
  1402  1.0292461e+03  2.0846175e+01  1.0891626e-01 -6.6422685e+01
  1403  1.0300651e+03  2.0647355e+01  1.0889328e-01 -6.5879401e+01
  1404  1.0308432e+03  2.0450752e+01  1.0887003e-01 -6.5324352e+01
  1405  1.0315708e+03  2.0256439e+01  1.0884651e-01 -6.4757682e+01
  1406  1.0322481e+03  2.0064491e+01  1.0882270e-01 -6.4179630e+01
  1407  1.0328756e+03  1.9874783e+01  1.0879857e-01 -6.3590536e+01
  1408  1.0334635e+03  1.9687588e+01  1.0877412e-01 -6.2990438e+01
  1409  1.0339921e+03  1.9502783e+01  1.0874932e-01 -6.2379673e+01
  1410  1.0344817e+03  1.9320542e+01  1.0872417e-01 -6.1758476e+01
  1411  1.0349128e+03  1.9140841e+01  1.0869864e-01 -6.1126984e+01
  1412  1.0352955e+03  1.8963856e+01  1.0867272e-01 -6.0485629e+01
  1413  1.0356201e+03  1.8789561e+01  1.0864639e-01 -5.9834444e+01
  1414  1.0358970e+03  1.8618035e+01  1.0861964e-01 -5.9174062e+01
  1415  1.0361165e+03  1.8449252e+01  1.0859245e-01 -5.8504512e+01
  1416  1.0362888e+03  1.8283389e+01  1.0856482e-01 -5.7826226e+01
  1417  1.0364042e+03  1.8120424e+01  1.0853671e-01 -5.7139432e+01
  1418  1.0364729e+03  1.7960433e+01  1.0850813e-01 -5.6444557e+01
  1419  1.0364853e+03  1.7803494e+01  1.0847905e-01 -5.5741630e+01
  1420  1.0364417e+03  1.7649584e+01  1.0844946e-01 -5.5031177e+01
  1421  1.0363422e+03  1.7498782e+01  1.0841934e-01 -5.4313422e+01
  1422  1.0361872e+03  1.7351165e+01  1.0838869e-01 -5.3588492e+01
  1423  1.0359868e+03  1.7206613e+01  1.0835749e-01 -5.2856809e+01
  1424  1.0357214e+03  1.7065404e+01  1.0832572e-01 -5.2118497e+01
  1425  1.0354011e+03  1.6927417e+01  1.0829337e-01 -5.1373979e+01
  1426  1.0350263e+03  1.6792732e+01  1.0826043e-01 -5.0623576e+01
  1427  1.0345870e+03  1.6661328e+01  1.0822689e-01 -4.9867410e+01
  1428  1.0340936e+03  1.6533286e+01  1.0819274e-01 -4.9105801e+01
  1429  1.0335463e+03  1.6408586e+01  1.0815795e-01 -4.8339268e+01
  1430  1.0329453e+03  1.6287308e+01  1.0812253e-01 -4.7567832e+01
  1431  1.0322807e+03  1.6169533e+01  1.0808645e-01 -4.6792011e+01
  1432  1.0315629e+03  1.6055244e+01  1.0804972e-01 -4.6011923e+01
  1433  1.0307819e+03  1.5944421e+01  1.0801231e-01 -4.5227987e+01
  1434  1.0299479e+03  1.5837047e+01  1.0797422e-01 -4.4440418e+01
  1435  1.0290512e+03  1.5733304e+01  1.0793543e-01 -4.3649635e+01
  1436  1.0281020e+03  1.5633074e+01  1.0789595e-01 -4.2855854e+01
  1437  1.0270903e+03  1.5536342e+01  1.0785575e-01 -4.2059491e+01
  1438  1.0260164e+03  1.5443289e+01  1.0781482e-01 -4.1260660e+01
  1439  1.0248904e+03  1.5353901e+01  1.0777317e-01 -4.0459879e+01
  1440  1.0237124e+03  1.5268060e+01  1.0773078e-01 -3.9657262e+01
  1441  1.0224727e+03  1.5185853e+01  1.0768763e-01 -3.8853224e+01
  1442  1.0211713e+03  1.5107262e+01  1.0764374e-01 -3.8047979e+01
  1443  1.0198084e+03  1.5032275e+01  1.0759908e-01 -3.7241843e+01
  1444  1.0183942e+03  1.4960975e+01  1.0755365e-01 -3.6435228e+01
  1445  1.0169186e+03  1.4893350e+01  1.0750744e-01 -3.5628250e+01
  1446  1.0153819e+03  1.4829385e+01  1.0746045e-01 -3.4821223e+01
  1447  1.0137941e+03  1.4769068e+01  1.0741268e-01 -3.4014659e+01
  1448  1.0121454e+03  1.4712384e+01  1.0736410e-01 -3.3208574e+01
  1449  1.0104359e+03  1.4659422e+01  1.0731473e-01 -3.2403581e+01
  1450  1.0086756e+03  1.4610070e+01  1.0726455e-01 -3.1599793e+01
  1451  1.0068646e+03  1.4564416e+01  1.0721356e-01 -3.0797622e+01
  1452  1.0049929e+03  1.4522355e+01  1.0716176e-01 -2.9997368e+01
  1453  1.0030605e+03  1.4483980e+01  1.0710914e-01 -2.9199325e+01
  1454  1.0010774e+03  1.4449289e+01  1.0705569e-01 -2.8403791e+01
  1455  9.9904340e+02  1.4418176e+01  1.0700143e-01 -2.7610963e+01
  1456  9.9695857e+02  1.4390738e+01  1.0694633e-01 -2.6821036e+01
  1457  9.9482283e+02  1.4366971e+01  1.0689041e-01 -2.6034408e+01
  1458  9.9262612e+02  1.4346672e+01  1.0683365e-01 -2.5251276e+01
  1459  9.9037838e+02  1.4330038e+01  1.0677606e-01 -2.4471837e+01
  1460  9.8807953e+02  1.4317068e+01  1.0671763e-01 -2.3696490e+01
  1461  9.8572950e+02  1.4307559e+01  1.0665837e-01 -2.2925333e+01
  1462  9.8332820e+02  1.4301610e+01  1.0659827e-01 -2.2158763e+01
  1463  9.8087556e+02  1.4299219e+01  1.0653733e-01 -2.1396980e+01
  1464  9.7837147e+02  1.4300287e+01  1.0647555e-01 -2.0640184e+01
  1465  9.7581584e+02  1.4304911e+01  1.0641293e-01 -1.9888573e+01
  1466  9.7321857e+02  1.4312993e+01  1.0634948e-01 -1.9142648e+01
  1467  9.7056956e+02  1.4324432e+01  1.0628519e-01 -1.8402410e+01
  1468  9.6787868e+02  1.4339429e+01  1.0622007e-01 -1.7668261e+01
  1469  9.6513583e+02  1.4357686e+01  1.0615411e-01 -1.6940401e+01
  1470  9.6234089e+02  1.4379404e+01  1.0608732e-01 -1.6218934e+01
  1471  9.5951372e+02  1.4404384e+01  1.0601970e-01 -1.5504262e+01
  1472  9.5663420e+02  1.4432729e+01  1.0595125e-01 -1.4796489e+01
  1473  9.5370219e+02  1.4464241e+01  1.0588197e-01 -1.4095919e+01
  1474  9.5073757e+02  1.4499123e+01  1.0581188e-01 -1.3402758e+01
  1475  9.4772017e+02  1.4537079e+01  1.0574096e-01 -1.2717311e+01
  1476  9.4466986e+02  1.4578312e+01  1.0566923e-01 -1.2039584e+01
  1477  9.4157649e+02  1.4622625e+01  1.0559668e-01 -1.1369986e+01
  1478  9.3843990e+02  1.4669924e+01  1.0552333e-01 -1.0708623e+01
  1479  9.3526993e+02  1.4720412e+01  1.0544917e-01 -1.0055686e+01
  1480  9.3205641e+02  1.4773795e+01  1.0537421e-01 -9.4114325e+00
  1481  9.2880919e+02  1.4830278e+01  1.0529846e-01 -8.7760445e+00
  1482  9.2551809e+02  1.4889567e+01  1.0522192e-01 -8.1497131e+00
  1483  9.2219294e+02  1.4951768e+01  1.0514459e-01 -7.5325906e+00
  1484  9.1884356e+02  1.5016786e+01  1.0506648e-01 -6.9248703e+00
  1485  9.1544977e+02  1.5084629e+01  1.0498760e-01 -6.3267266e+00
  1486  9.1203138e+02  1.5155103e+01  1.0490796e-01 -5.7383146e+00
  1487  9.0856821e+02  1.5228316e+01  1.0482755e-01 -5.1598406e+00
  1488  9.0508007e+02  1.5304176e+01  1.0474639e-01 -4.5914518e+00
  1489  9.0156676e+02  1.5382589e+01  1.0466448e-01 -4.0333164e+00
  1490  8.9801309e+02  1.5463565e+01  1.0458183e-01 -3.4855769e+00
  1491  8.9443385e+02  1.5546911e+01  1.0449845e-01 -2.9483785e+00
  1492  8.9082684e+02  1.5632737e+01  1.0441434e-01 -2.4218698e+00
  1493  8.8719285e+02  1.5720951e+01  1.0432951e-01 -1.9062123e+00
  1494  8.8353168e+02  1.5811363e+01  1.0424397e-01 -1.4015459e+00
  1495  8.7984512e+02  1.5904082e+01  1.0415773e-01 -9.0801524e-01
  1496  8.7613394e+02  1.5999019e+01  1.0407080e-01 -4.2574644e-01
  1497  8.7239994e+02  1.6095982e+01  1.0398318e-01  4.5183331e-02
  1498  8.6864289e+02  1.6195083e+01  1.0389488e-01  5.0465571e-01
  1499  8.6486457e+02  1.6296132e+01  1.0380592e-01  9.5257114e-01
  1500  8.6106576e+02  1.6399140e+01  1.0371630e-01  1.3888188e+00
  1501  8.5724721e+02  1.6504020e+01  1.0362603e-01  1.8132849e+00
  1502  8.5341161e+02  1.6610688e+01  1.0353513e-01  2.2258767e+00
  1503  8.4955764e+02  1.6719165e+01  1.0344359e-01  2.6264787e+00
  1504  8.4568696e+02  1.6829270e+01  1.0335144e-01  3.0150337e+00
  1505  8.4180125e+02  1.6941123e+01  1.0325868e-01  3.3914436e+00
  1506  8.3790018e+02  1.7054444e+01  1.0316532e-01  3.7556189e+00
  1507  8.3398440e+02  1.7169353e+01  1.0307138e-01  4.1074687e+00
  1508  8.3005558e+02  1.7285771e+01  1.0297686e-01  4.4468808e+00
  1509  8.2611438e+02  1.7403518e+01  1.0288178e-01  4.7739119e+00
  1510  8.2216146e+02  1.7522614e+01  1.0278614e-01  5.0883071e+00
  1511  8.1819749e+02  1.7642981e+01  1.0268997e-01  5.3902104e+00
  1512  8.1422611e+02  1.7764641e+01  1.0259326e-01  5.6795643e+00
  1513  8.1024599e+02  1.7887413e+01  1.0249604e-01  5.9564101e+00
  1514  8.0625977e+02  1.8011220e+01  1.0239832e-01  6.2205876e+00
  1515  8.0226911e+02  1.8136183e+01  1.0230010e-01  6.4722354e+00
  1516  7.9827367e+02  1.8262123e+01  1.0220141e-01  6.7111905e+00
  1517  7.9427510e+02  1.8388964e+01  1.0210224e-01  6.9374888e+00
  1518  7.9027504e+02  1.8516626e+01  1.0200263e-01  7.1511647e+00
  1519  7.8627316e+02  1.8645131e+01  1.0190257e-01  7.3522512e+00
  1520  7.8227109e+02  1.8774302e+01  1.0180209e-01  7.5405801e+00
  1521  7.7826949e+02  1.8904161e+01  1.0170119e-01  7.7162816e+00
  1522  7.7426901e+02  1.9034731e+01  1.0159990e-01  7.8793846e+00
  1523  7.7027030e+02  1.9165733e+01  1.0149822e-01  8.0297167e+00
  1524  7.6627500e+02  1.9297190e+01  1.0139616e-01  8.1674041e+00
  1525  7.6228377e+02  1.9429026e+01  1.0129375e-01  8.2924715e+00
  1526  7.5829827e+02  1.9561262e+01  1.0119099e-01  8.4049423e+00
  1527  7.5431813e+02  1.9693821e+01  1.0108790e-01  8.5049386e+00
  1528  7.5034501e+02  1.9826527e+01  1.0098449e-01  8.5923810e+00
  1529  7.4638056e+02  1.9959401e+01  1.0088079e-01  8.6674887e+00
  1530  7.4242443e+02  2.0092367e+01  1.0077679e-01  8.7300798e+00
  1531  7.3847828e+02  2.0225347e+01  1.0067252e-01  8.7802707e+00
  1532  7.3454177e+02  2.0358365e+01  1.0056800e-01  8.8181765e+00
  1533  7.3061754e+02  2.0491143e+01  1.0046322e-01  8.8438112e+00
  1534  7.2670526e+02  2.0623804e+01  1.0035822e-01  8.8572872e+00
  1535  7.2280558e+02  2.0756272e+01  1.0025301e-01  8.8586156e+00
  1536  7.1892017e+02  2.0888368e+01  1.0014759e-01  8.8478061e+00
  1537  7.1504768e+02  2.1020017e+01  1.0004199e-01  8.8249672e+00
  1538  7.1119178e+02  2.1151340e+01  9.9936212e-02  8.7902061e+00
  1539  7.0735214e+02  2.1282061e+01  9.9830281e-02  8.7436284e+00
  1540  7.0352942e+02  2.1412302e+01  9.9724208e-02  8.6854387e+00
  1541  6.9972429e+02  2.1541886e+01  9.9618007e-02  8.6155402e+00
  1542  6.9593943e+02  2.1670835e+01  9.9511693e-02  8.5342347e+00
  1543  6.9217351e+02  2.1798973e+01  9.9405281e-02  8.4415228e+00
  1544  6.8842920e+02  2.1926422e+01  9.9298783e-02  8.3376039e+00
  1545  6.8470520e+02  2.2052905e+01  9.9192216e-02  8.2225760e+00
  1546  6.8100417e+02  2.2178443e+01  9.9085593e-02  8.0965360e+00
  1547  6.7732681e+02  2.2303059e+01  9.8978929e-02  7.9595793e+00
  1548  6.7367180e+02  2.2426675e+01  9.8872237e-02  7.8119004e+00
  1549  6.7004183e+02  2.2549114e+01  9.8765532e-02  7.6535924e+00
  1550  6.6643661e+02  2.2670397e+01  9.8658827e-02  7.4847473e+00
  1551  6.6285682e+02  2.2790446e+01  9.8552137e-02  7.3055513e+00
  1552  6.5930316e+02  2.2909187e+01  9.8445475e-02  7.1160720e+00
  1553  6.5577732e+02  2.3026642e+01  9.8338854e-02  6.9165711e+00
  1554  6.5227800e+02  2.3142736e+01  9.8232288e-02  6.7070093e+00
  1555  6.4880691e+02  2.3257293e+01  9.8125791e-02  6.4876464e+00
  1556  6.4536475e+02  2.3370438e+01  9.8019376e-02  6.2585406e+00
  1557  6.4195223e+02  2.3482092e+01  9.7913056e-02  6.0199496e+00
  1558  6.3857007e+02  2.3592081e+01  9.7806843e-02  5.7719295e+00
  1559  6.3521897e+02  2.3700528e+01  9.7700752e-02  5.5147356e+00
  1560  6.3189866e+02  2.3807256e+01  9.7594793e-02  5.2483222e+00
  1561  6.2860987e+02  2.3912287e+01  9.7488981e-02  4.9731425e+00
  1562  6.2535432e+02  2.4015544e+01  9.7383326e-02  4.6891487e+00
  1563  6.2213074e+02  2.4117051e+01  9.7277843e-02  4.3965920e+00
  1564  6.1894187e+02  2.4216730e+01  9.7172542e-02  4.0956226e+00
  1565  6.1578646e+02  2.4314503e+01  9.7067436e-02  3.7864901e+00
  1566  6.1266623e+02  2.4410291e+01  9.6962537e-02  3.4692426e+00
  1567  6.0957995e+02  2.4504217e+01  9.6857856e-02  3.1441279e+00
  1568  6.0652936e+02  2.4596102e+01  9.6753404e-02  2.8111924e+00
  1569  6.0351523e+02  2.4685868e+01  9.6649194e-02  2.4707820e+00
  1570  6.0053630e+02  2.4773635e+01  9.6545236e-02  2.1230417e+00
  1571  5.9759535e+02  2.4859125e+01  9.6441542e-02  1.7680555e+00
  1572  5.9469014e+02  2.4942558e+01  9.6338121e-02  1.4060368e+00
  1573  5.9182245e+02  2.5023754e+01  9.6234986e-02  1.0371982e+00
  1574  5.8899304e+02  2.5102634e+01  9.6132147e-02  6.6177162e-01
  1575  5.8620172e+02  2.5179318e+01  9.6029614e-02  2.7995805e-01
  1576  5.8344825e+02  2.5253724e+01  9.5927397e-02 -1.0800204e-01
  1577  5.8073443e+02  2.5325773e+01  9.5825507e-02 -5.0191890e-01
  1578  5.7806006e+02  2.5395583e+01  9.5723953e-02 -9.0154345e-01
  1579  5.7542592e+02  2.5462973e+01  9.5622745e-02 -1.3066872e+00
  1580  5.7283083e+02  2.5527961e+01  9.5521894e-02 -1.7171423e+00
  1581  5.7027658e+02  2.5590567e+01  9.5421408e-02 -2.1327114e+00
  1582  5.6776300e+02  2.5650806e+01  9.5321296e-02 -2.5531978e+00
  1583  5.6528990e+02  2.5708498e+01  9.5221569e-02 -2.9784153e+00
  1584  5.6285709e+02  2.5763760e+01  9.5122235e-02 -3.4081581e+00
  1585  5.6046440e+02  2.5816408e+01  9.5023302e-02 -3.8422311e+00
  1586  5.5811366e+02  2.5866559e+01  9.4924780e-02 -4.2804594e+00
  1587  5.5580370e+02  2.5914130e+01  9.4826677e-02 -4.7226086e+00
  1588  5.5353436e+02  2.5959036e+01  9.4729001e-02 -5.1684699e+00
  1589  5.5130649e+02  2.6001394e+01  9.4631761e-02 -5.6178376e+00
  1590  5.4911992e+02  2.6041119e+01  9.4534964e-02 -6.0704945e+00
  1591  5.4697451e+02  2.6078225e+01  9.4438618e-02 -6.5262317e+00
  1592  5.4487111e+02  2.6112628e+01  9.4342731e-02 -6.9848235e+00
  1593  5.4280859e+02  2.6144343e+01  9.4247310e-02 -7.4460777e+00
  1594  5.4078781e+02  2.6173382e+01  9.4152363e-02 -7.9097621e+00
  1595  5.3880863e+02  2.6199661e+01  9.4057896e-02 -8.3756648e+00
  1596  5.3686994e+02  2.6223292e+01  9.3963916e-02 -8.8435642e+00
  1597  5.3497360e+02  2.6244189e+01  9.3870430e-02 -9.3132488e+00
  1598  5.3311851e+02  2.6262364e+01  9.3777444e-02 -9.7844972e+00
  1599  5.3130355e+02  2.6277830e+01  9.3684965e-02 -1.0257088e+01
  1600  5.2953161e+02  2.6290500e+01  9.3592998e-02 -1.0730810e+01
  1601  5.2779960e+02  2.6300483e+01  9.3501549e-02 -1.1205466e+01
  1602  5.2610849e+02  2.6307688e+01  9.3410624e-02 -1.1680867e+01
  1603  5.2445824e+02  2.6312023e+01  9.3320228e-02 -1.2156822e+01
  1604  5.2284884e+02  2.6313693e+01  9.3230366e-02 -1.2633144e+01
  1605  5.2128027e+02  2.6312504e+01  9.3141043e-02 -1.3109691e+01
  1606  5.1975153e+02  2.6308563e+01  9.3052264e-02 -1.3586218e+01
  1607  5.1826361e+02  2.6301775e+01  9.2964032e-02 -1.4062482e+01
  1608  5.1681551e+02  2.6292145e+01  9.2876352e-02 -1.4538467e+01
  1609  5.1540723e+02  2.6279678e+01  9.2789227e-02 -1.5013761e+01
  1610  5.1403879e+02  2.6264478e+01  9.2702662e-02 -1.5488347e+01
  1611  5.1271019e+02  2.6246650e+01  9.2616659e-02 -1.5961811e+01
  1612  5.1142147e+02  2.6225997e+01  9.2531222e-02 -1.6434139e+01
  1613  5.1017163e+02  2.6202623e+01  9.2446353e-02 -1.6905014e+01
  1614  5.0896071e+02  2.6176631e+01  9.2362055e-02 -1.7374222e+01
  1615  5.0778875e+02  2.6148023e+01  9.2278330e-02 -1.7841647e+01
  1616  5.0665578e+02  2.6116702e+01  9.2195180e-02 -1.8307173e+01
  1617  5.0556083e+02  2.6082671e+01  9.2112606e-02 -1.8770483e+01
  1618  5.0450397e+02  2.6046029e+01  9.2030611e-02 -1.9231460e+01
  1619  5.0348425e+02  2.6006680e+01  9.1949194e-02 -1.9689988e+01
  1620  5.0250171e+02  2.5964824e+01  9.1868357e-02 -2.0145749e+01
  1621  5.0155641e+02  2.5920162e+01  9.1788101e-02 -2.0598824e+01
  1622  5.0064744e+02  2.5872995e+01  9.1708426e-02 -2.1048795e+01
  1623  4.9977484e+02  2.5823221e+01  9.1629331e-02 -2.1495643e+01
  1624  4.9893771e+02  2.5770841e+01  9.1550816e-02 -2.1939050e+01
  1625  4.9813610e+02  2.5715955e+01  9.1472881e-02 -2.2378994e+01
  1626  4.9737012e+02  2.5658661e+01  9.1395525e-02 -2.2815255e+01
  1627  4.9663784e+02  2.5598758e+01  9.1318748e-02 -2.3247612e+01
  1628  4.9594036e+02  2.5536445e+01  9.1242546e-02 -2.3675844e+01
  1629  4.9527677e+02  2.5471719e+01  9.1166919e-02 -2.4100027e+01
  1630  4.9464617e+02  2.5404478e+01  9.1091866e-02 -2.4519740e+01
  1631  4.9404865e+02  2.5334921e+01  9.1017383e-02 -2.4935058e+01
  1632  4.9348334e+02  2.5262943e+01  9.0943468e-02 -2.5345657e+01
  1633  4.9294933e+02  2.5188642e+01  9.0870119e-02 -2.5751513e+01
  1634  4.9244774e+02  2.5112015e+01  9.0797333e-02 -2.6152399e+01
  1635  4.9197669e+02  2.5032957e+01  9.0725107e-02 -2.6548288e+01
  1636  4.9153530e+02  2.4951664e+01  9.0653437e-02 -2.6938855e+01
  1637  4.9112469e+02  2.4868233e+01  9.0582320e-02 -2.7324170e+01
  1638  4.9074299e+02  2.4782458e+01  9.0511752e-02 -2.7703906e+01
  1639  4.9039033e+02  2.4694534e+01  9.0441728e-02 -2.8078031e+01
  1640  4.9006584e+02  2.4604557e+01  9.0372245e-02 -2.8446517e+01
  1641  4.8976865e+02  2.4512521e+01  9.0303299e-02 -2.8809031e+01
  1642  4.8949892e+02  2.4418420e+01  9.0234884e-02 -2.9165542e+01
  1643  4.8925577e+02  2.4322347e+01  9.0166996e-02 -2.9516016e+01
  1644  4.8903935e+02  2.4224398e+01  9.0099630e-02 -2.9860220e+01
  1645  4.8884781e+02  2.4124464e+01  9.0032781e-02 -3.0198019e+01
  1646  4.8868130e+02  2.4022540e+01  8.9966443e-02 -3.0529476e+01
  1647  4.8853896e+02  2.3918917e+01  8.9900611e-02 -3.0854356e+01
  1648  4.8841996e+02  2.3813390e+01  8.9835279e-02 -3.1172520e+01
  1649  4.8832444e+02  2.3706049e+01  8.9770441e-02 -3.1483930e+01
  1650  4.8825056e+02  2.3596888e+01  8.9706093e-02 -3.1788447e+01
  1651  4.8819851e+02  2.3486097e+01  8.9642226e-02 -3.2086028e+01
  1652  4.8816849e+02  2.3373663e+01  8.9578836e-02 -3.2376629e+01
  1653  4.8815775e+02  2.3259571e+01  8.9515916e-02 -3.2660100e+01
  1654  4.8816853e+02  2.3143805e+01  8.9453459e-02 -3.2936295e+01
  1655  4.8819808e+02  2.3026550e+01  8.9391459e-02 -3.3205263e+01
  1656  4.8824563e+02  2.2907792e+01  8.9329909e-02 -3.3466954e+01
  1657  4.8831244e+02  2.2787613e+01  8.9268802e-02 -3.3721115e+01
  1658  4.8839674e+02  2.2665899e+01  8.9208132e-02 -3.3967793e+01
  1659  4.8849879e+02  2.2542833e+01  8.9147892e-02 -3.4206936e+01
  1660  4.8861683e+02  2.2418498e+01  8.9088073e-02 -3.4438487e+01
  1661  4.8875112e+02  2.2292779e+01  8.9028670e-02 -3.4662391e+01
  1662  4.8889990e+02  2.2165859e+01  8.8969674e-02 -3.4878490e+01
  1663  4.8906442e+02  2.2037721e+01  8.8911079e-02 -3.5086926e+01
  1664  4.8924295e+02  2.1908447e+01  8.8852877e-02 -3.5287540e+01
  1665  4.8943472e+02  2.1778021e+01  8.8795060e-02 -3.5480170e+01
  1666  4.8963900e+02  2.1646426e+01  8.8737621e-02 -3.5664955e+01
  1667  4.8985604e+02  2.1513944e+01  8.8680552e-02 -3.5841831e+01
  1668  4.9008509e+02  2.1380357e+01  8.8623845e-02 -3.6010636e+01
  1669  4.9032441e+02  2.1245748e+01  8.8567491e-02 -3.6171403e+01
  1670  4.9057425e+02  2.1110299e+01  8.8511484e-02 -3.6324067e+01
  1671  4.9083387e+02  2.0973892e+01  8.8455815e-02 -3.6468658e+01
  1672  4.9110253e+02  2.0836709e+01  8.8400476e-02 -3.6605110e+01
  1673  4.9137948e+02  2.0698732e+01  8.8345459e-02 -3.6733552e+01
  1674  4.9166498e+02  2.0560042e+01  8.8290754e-02 -3.6853813e+01
  1675  4.9195728e+02  2.0420721e+01  8.8236354e-02 -3.6966020e+01
  1676  4.9225665e+02  2.0280850e+01  8.8182251e-02 -3.7070201e+01
  1677  4.9256233e+02  2.0140512e+01  8.8128435e-02 -3.7166280e+01
  1678  4.9287459e+02  1.9999588e+01  8.8074899e-02 -3.7254282e+01
  1679  4.9319068e+02  1.9858258e+01  8.8021632e-02 -3.7334231e+01
  1680  4.9351086e+02  1.9716604e+01  8.7968627e-02 -3.7406047e+01
  1681  4.9383639e+02  1.9574508e+01  8.7915875e-02 -3.7469852e+01
  1682  4.9416351e+02  1.9432150e+01  8.7863366e-02 -3.7525665e+01
  1683  4.9449349e+02  1.9289511e+01  8.7811091e-02 -3.7573305e+01
  1684  4.9482558e+02  1.9146574e+01  8.7759042e-02 -3.7612990e+01
  1685  4.9515904e+02  1.9003518e+01  8.7707208e-02 -3.7644634e+01
  1686  4.9549311e+02  1.8860324e+01  8.7655582e-02 -3.7668253e+01
  1687  4.9582706e+02  1.8716975e+01  8.7604152e-02 -3.7684062e+01
  1688  4.9616113e+02  1.8573651e+01  8.7552911e-02 -3.7691972e+01
  1689  4.9649458e+02  1.8430232e+01  8.7501848e-02 -3.7691996e+01
  1690  4.9682565e+02  1.8287000e+01  8.7450954e-02 -3.7684243e+01
  1691  4.9715460e+02  1.8143837e+01  8.7400219e-02 -3.7668723e+01
  1692  4.9748168e+02  1.8000822e+01  8.7349634e-02 -3.7645444e+01
  1693  4.9780413e+02  1.7857937e+01  8.7299188e-02 -3.7614613e+01
  1694  4.9812420e+02  1.7715364e+01  8.7248872e-02 -3.7576037e+01
  1695  4.9843814e+02  1.7573083e+01  8.7198677e-02 -3.7529919e+01
  1696  4.9874819e+02  1.7430976e+01  8.7148592e-02 -3.7476265e+01
  1697  4.9905260e+02  1.7289324e+01  8.7098607e-02 -3.7415175e+01
  1698  4.9934960e+02  1.7148008e+01  8.7048713e-02 -3.7346554e+01
  1699  4.9964043e+02  1.7007110e+01  8.6998899e-02 -3.7270700e+01
  1700  4.9992433e+02  1.6866811e+01  8.6949156e-02 -3.7187513e+01
  1701  5.0020055e+02  1.6726892e+01  8.6899473e-02 -3.7097189e+01
  1702  5.0046833e+02  1.6587632e+01  8.6849841e-02 -3.6999709e+01
  1703  5.0072792e+02  1.6449110e+01  8.6800250e-02 -3.6895351e+01
  1704  5.0097857e+02  1.6311105e+01  8.6750690e-02 -3.6784090e+01
  1705  5.0122052e+02  1.6173995e+01  8.6701150e-02 -3.6666002e+01
