# ell     TT     EE      BB      TE
  5142  8.7195274e-01  1.7556231e-02  5.2578981e-03 -2.2139424e-02
  5143  8.7123539e-01  1.7532121e-02  5.2547530e-03 -2.2107361e-02
  5144  8.7051291e-01  1.7508057e-02  5.2516108e-03 -2.2075391e-02
  5145  8.6978566e-01  1.7484026e-02  5.2484717e-03 -2.2043532e-02
  5146  8.6905002e-01  1.7460046e-02  5.2453359e-03 -2.2011792e-02
  5147  8.6830646e-01  1.7436094e-02  5.2422035e-03 -2.1980167e-02
  5148  8.6755254e-01  1.7412188e-02  5.2390748e-03 -2.1948673e-02
  5149  8.6678591e-01  1.7388325e-02  5.2359499e-03 -2.1917306e-02
  5150  8.6600636e-01  1.7364493e-02  5.2328289e-03 -2.1886081e-02
  5151  8.6521379e-01  1.7340699e-02  5.2297120e-03 -2.1855003e-02
  5152  8.6440525e-01  1.7316941e-02  5.2265993e-03 -2.1824064e-02
  5153  8.6358092e-01  1.7293226e-02  5.2234909e-03 -2.1793278e-02
  5154  8.6274016e-01  1.7269542e-02  5.2203869e-03 -2.1762656e-02
  5155  8.6188147e-01  1.7245887e-02  5.2172872e-03 -2.1732170e-02
  5156  8.6100653e-01  1.7222278e-02  5.2141920e-03 -2.1701850e-02
  5157  8.6011319e-01  1.7198693e-02  5.2111013e-03 -2.1671685e-02
  5158  8.5920247e-01  1.7175150e-02  5.2080149e-03 -2.1641663e-02
  5159  8.5827457e-01  1.7151636e-02  5.2049330e-03 -2.1611802e-02
  5160  8.5732886e-01  1.7128151e-02  5.2018555e-03 -2.1582080e-02
  5161  8.5636686e-01  1.7104701e-02  5.1987823e-03 -2.1552511e-02
  5162  8.5538829e-01  1.7081294e-02  5.1957132e-03 -2.1523072e-02
  5163  8.5439600e-01  1.7057910e-02  5.1926482e-03 -2.1493775e-02
  5164  8.5338900e-01  1.7034565e-02  5.1895872e-03 -2.1464596e-02
  5165  8.5236846e-01  1.7011248e-02  5.1865300e-03 -2.1435546e-02
  5166  8.5133665e-01  1.6987968e-02  5.1834764e-03 -2.1406599e-02
  5167  8.5029400e-01  1.6964723e-02  5.1804263e-03 -2.1377766e-02
  5168  8.4924301e-01  1.6941500e-02  5.1773795e-03 -2.1349028e-02
  5169  8.4818530e-01  1.6918319e-02  5.1743357e-03 -2.1320385e-02
  5170  8.4712157e-01  1.6895178e-02  5.1712948e-03 -2.1291810e-02
  5171  8.4605357e-01  1.6872065e-02  5.1682566e-03 -2.1263311e-02
  5172  8.4498412e-01  1.6848989e-02  5.1652207e-03 -2.1234869e-02
  5173  8.4391406e-01  1.6825948e-02  5.1621871e-03 -2.1206484e-02
  5174  8.4284525e-01  1.6802941e-02  5.1591554e-03 -2.1178125e-02
  5175  8.4178055e-01  1.6779976e-02  5.1561254e-03 -2.1149813e-02
  5176  8.4072081e-01  1.6757042e-02  5.1530970e-03 -2.1121508e-02
  5177  8.3966882e-01  1.6734148e-02  5.1500698e-03 -2.1093219e-02
  5178  8.3862536e-01  1.6711292e-02  5.1470437e-03 -2.1064938e-02
  5179  8.3759211e-01  1.6688462e-02  5.1440185e-03 -2.1036636e-02
  5180  8.3657068e-01  1.6665688e-02  5.1409939e-03 -2.1008334e-02
  5181  8.3556259e-01  1.6642937e-02  5.1379699e-03 -2.0980004e-02
  5182  8.3457024e-01  1.6620238e-02  5.1349461e-03 -2.0951638e-02
  5183  8.3359391e-01  1.6597570e-02  5.1319225e-03 -2.0923241e-02
  5184  8.3263374e-01  1.6574941e-02  5.1288990e-03 -2.0894806e-02
  5185  8.3169375e-01  1.6552359e-02  5.1258753e-03 -2.0866328e-02
  5186  8.3077176e-01  1.6529813e-02  5.1228515e-03 -2.0837793e-02
  5187  8.2986946e-01  1.6507312e-02  5.1198273e-03 -2.0809196e-02
  5188  8.2898737e-01  1.6484842e-02  5.1168029e-03 -2.0780556e-02
  5189  8.2812583e-01  1.6462413e-02  5.1137781e-03 -2.0751851e-02
  5190  8.2728499e-01  1.6440033e-02  5.1107529e-03 -2.0723089e-02
  5191  8.2646584e-01  1.6417690e-02  5.1077274e-03 -2.0694271e-02
  5192  8.2566618e-01  1.6395392e-02  5.1047015e-03 -2.0665398e-02
  5193  8.2488666e-01  1.6373127e-02  5.1016753e-03 -2.0636461e-02
  5194  8.2412671e-01  1.6350903e-02  5.0986489e-03 -2.0607485e-02
  5195  8.2338564e-01  1.6328718e-02  5.0956224e-03 -2.0578451e-02
  5196  8.2266156e-01  1.6306579e-02  5.0925958e-03 -2.0549374e-02
  5197  8.2195545e-01  1.6284476e-02  5.0895694e-03 -2.0520271e-02
  5198  8.2126414e-01  1.6262414e-02  5.0865433e-03 -2.0491126e-02
  5199  8.2058832e-01  1.6240393e-02  5.0835175e-03 -2.0461956e-02
  5200  8.1992457e-01  1.6218400e-02  5.0804924e-03 -2.0432778e-02
  5201  8.1927135e-01  1.6196453e-02  5.0774681e-03 -2.0403581e-02
  5202  8.1862903e-01  1.6174549e-02  5.0744448e-03 -2.0374392e-02
  5203  8.1799391e-01  1.6152675e-02  5.0714227e-03 -2.0345199e-02
  5204  8.1736521e-01  1.6130831e-02  5.0684021e-03 -2.0316032e-02
  5205  8.1674012e-01  1.6109033e-02  5.0653831e-03 -2.0286890e-02
  5206  8.1611779e-01  1.6087268e-02  5.0623660e-03 -2.0257792e-02
  5207  8.1549635e-01  1.6065535e-02  5.0593511e-03 -2.0228727e-02
  5208  8.1487295e-01  1.6043842e-02  5.0563385e-03 -2.0199723e-02
  5209  8.1424675e-01  1.6022185e-02  5.0533284e-03 -2.0170782e-02
  5210  8.1361496e-01  1.6000552e-02  5.0503212e-03 -2.0141920e-02
  5211  8.1297683e-01  1.5978962e-02  5.0473170e-03 -2.0113136e-02
  5212  8.1233069e-01  1.5957402e-02  5.0443160e-03 -2.0084440e-02
  5213  8.1167296e-01  1.5935869e-02  5.0413184e-03 -2.0055848e-02
  5214  8.1100516e-01  1.5914373e-02  5.0383245e-03 -2.0027357e-02
  5215  8.1032391e-01  1.5892909e-02  5.0353343e-03 -1.9998973e-02
  5216  8.0962797e-01  1.5871477e-02  5.0323480e-03 -1.9970714e-02
  5217  8.0891625e-01  1.5850074e-02  5.0293657e-03 -1.9942583e-02
  5218  8.0818880e-01  1.5828709e-02  5.0263876e-03 -1.9914576e-02
  5219  8.0744382e-01  1.5807370e-02  5.0234138e-03 -1.9886705e-02
  5220  8.0668169e-01  1.5786064e-02  5.0204443e-03 -1.9858963e-02
  5221  8.0590096e-01  1.5764791e-02  5.0174792e-03 -1.9831361e-02
  5222  8.0510134e-01  1.5743548e-02  5.0145185e-03 -1.9803902e-02
  5223  8.0428274e-01  1.5722335e-02  5.0115623e-03 -1.9776573e-02
  5224  8.0344524e-01  1.5701159e-02  5.0086104e-03 -1.9749385e-02
  5225  8.0259010e-01  1.5680020e-02  5.0056630e-03 -1.9722335e-02
  5226  8.0171677e-01  1.5658916e-02  5.0027198e-03 -1.9695421e-02
  5227  8.0082585e-01  1.5637836e-02  4.9997809e-03 -1.9668628e-02
  5228  7.9991812e-01  1.5616799e-02  4.9968462e-03 -1.9641962e-02
  5229  7.9899553e-01  1.5595805e-02  4.9939155e-03 -1.9615417e-02
  5230  7.9805716e-01  1.5574842e-02  4.9909886e-03 -1.9588986e-02
  5231  7.9710526e-01  1.5553920e-02  4.9880655e-03 -1.9562664e-02
  5232  7.9614218e-01  1.5533038e-02  4.9851460e-03 -1.9536441e-02
  5233  7.9516741e-01  1.5512195e-02  4.9822298e-03 -1.9510310e-02
  5234  7.9418455e-01  1.5491392e-02  4.9793169e-03 -1.9484252e-02
  5235  7.9319327e-01  1.5470638e-02  4.9764068e-03 -1.9458287e-02
  5236  7.9219732e-01  1.5449923e-02  4.9734996e-03 -1.9432375e-02
  5237  7.9119751e-01  1.5429236e-02  4.9705949e-03 -1.9406526e-02
  5238  7.9019471e-01  1.5408598e-02  4.9676924e-03 -1.9380730e-02
  5239  7.8919279e-01  1.5387988e-02  4.9647921e-03 -1.9354966e-02
  5240  7.8819264e-01  1.5367417e-02  4.9618935e-03 -1.9329244e-02
  5241  7.8719613e-01  1.5346894e-02  4.9589966e-03 -1.9303533e-02
  5242  7.8620613e-01  1.5326391e-02  4.9561010e-03 -1.9277842e-02
  5243  7.8522243e-01  1.5305937e-02  4.9532065e-03 -1.9252152e-02
  5244  7.8424878e-01  1.5285513e-02  4.9503130e-03 -1.9226452e-02
  5245  7.8328585e-01  1.5265129e-02  4.9474201e-03 -1.9200742e-02
  5246  7.8233523e-01  1.5244785e-02  4.9445278e-03 -1.9175014e-02
  5247  7.8139937e-01  1.5224472e-02  4.9416358e-03 -1.9149259e-02
  5248  7.8047765e-01  1.5204191e-02  4.9387440e-03 -1.9123468e-02
  5249  7.7957326e-01  1.5183951e-02  4.9358522e-03 -1.9097635e-02
  5250  7.7868730e-01  1.5163745e-02  4.9329602e-03 -1.9071751e-02
  5251  7.7781867e-01  1.5143571e-02  4.9300680e-03 -1.9045822e-02
  5252  7.7697015e-01  1.5123441e-02  4.9271755e-03 -1.9019833e-02
  5253  7.7614232e-01  1.5103345e-02  4.9242825e-03 -1.8993787e-02
  5254  7.7533360e-01  1.5083284e-02  4.9213890e-03 -1.8967683e-02
  5255  7.7454723e-01  1.5063258e-02  4.9184950e-03 -1.8941518e-02
  5256  7.7378026e-01  1.5043269e-02  4.9156006e-03 -1.8915289e-02
  5257  7.7303457e-01  1.5023326e-02  4.9127056e-03 -1.8888996e-02
  5258  7.7230886e-01  1.5003411e-02  4.9098101e-03 -1.8862649e-02
  5259  7.7160365e-01  1.4983533e-02  4.9069142e-03 -1.8836239e-02
  5260  7.7091828e-01  1.4963693e-02  4.9040179e-03 -1.8809777e-02
  5261  7.7024994e-01  1.4943883e-02  4.9011214e-03 -1.8783267e-02
  5262  7.6960064e-01  1.4924121e-02  4.8982247e-03 -1.8756711e-02
  5263  7.6896726e-01  1.4904390e-02  4.8953281e-03 -1.8730113e-02
  5264  7.6834853e-01  1.4884699e-02  4.8924315e-03 -1.8703478e-02
  5265  7.6774404e-01  1.4865038e-02  4.8895353e-03 -1.8676813e-02
  5266  7.6715229e-01  1.4845419e-02  4.8866396e-03 -1.8650132e-02
  5267  7.6657066e-01  1.4825831e-02  4.8837446e-03 -1.8623442e-02
  5268  7.6599845e-01  1.4806285e-02  4.8808505e-03 -1.8596741e-02
  5269  7.6543288e-01  1.4786772e-02  4.8779575e-03 -1.8570055e-02
  5270  7.6487313e-01  1.4767301e-02  4.8750658e-03 -1.8543373e-02
  5271  7.6431733e-01  1.4747853e-02  4.8721756e-03 -1.8516721e-02
  5272  7.6376260e-01  1.4728449e-02  4.8692872e-03 -1.8490098e-02
  5273  7.6320803e-01  1.4709088e-02  4.8664009e-03 -1.8463512e-02
  5274  7.6265176e-01  1.4689751e-02  4.8635167e-03 -1.8436991e-02
  5275  7.6209192e-01  1.4670448e-02  4.8606350e-03 -1.8410513e-02
  5276  7.6152573e-01  1.4651190e-02  4.8577560e-03 -1.8384114e-02
  5277  7.6095243e-01  1.4631956e-02  4.8548799e-03 -1.8357793e-02
  5278  7.6037038e-01  1.4612767e-02  4.8520069e-03 -1.8331555e-02
  5279  7.5977800e-01  1.4593604e-02  4.8491371e-03 -1.8305408e-02
  5280  7.5917383e-01  1.4574476e-02  4.8462708e-03 -1.8279368e-02
  5281  7.5855555e-01  1.4555383e-02  4.8434081e-03 -1.8253428e-02
  5282  7.5792293e-01  1.4536317e-02  4.8405491e-03 -1.8227605e-02
  5283  7.5727493e-01  1.4517297e-02  4.8376940e-03 -1.8201903e-02
  5284  7.5661164e-01  1.4498293e-02  4.8348429e-03 -1.8176323e-02
  5285  7.5592931e-01  1.4479337e-02  4.8319959e-03 -1.8150869e-02
  5286  7.5523036e-01  1.4460407e-02  4.8291531e-03 -1.8125542e-02
  5287  7.5451338e-01  1.4441505e-02  4.8263145e-03 -1.8100353e-02
  5288  7.5377816e-01  1.4422642e-02  4.8234800e-03 -1.8075291e-02
  5289  7.5302462e-01  1.4403806e-02  4.8206499e-03 -1.8050366e-02
  5290  7.5225290e-01  1.4385009e-02  4.8178239e-03 -1.8025576e-02
  5291  7.5146230e-01  1.4366231e-02  4.8150021e-03 -1.8000918e-02
  5292  7.5065528e-01  1.4347493e-02  4.8121844e-03 -1.7976388e-02
  5293  7.4983150e-01  1.4328795e-02  4.8093708e-03 -1.7951982e-02
  5294  7.4899175e-01  1.4310117e-02  4.8065611e-03 -1.7927695e-02
  5295  7.4813699e-01  1.4291470e-02  4.8037553e-03 -1.7903530e-02
  5296  7.4726832e-01  1.4272855e-02  4.8009531e-03 -1.7879480e-02
  5297  7.4638697e-01  1.4254282e-02  4.7981545e-03 -1.7855540e-02
  5298  7.4549530e-01  1.4235732e-02  4.7953592e-03 -1.7831689e-02
  5299  7.4459277e-01  1.4217215e-02  4.7925671e-03 -1.7807931e-02
  5300  7.4368294e-01  1.4198732e-02  4.7897780e-03 -1.7784265e-02
  5301  7.4276646e-01  1.4180273e-02  4.7869918e-03 -1.7760672e-02
  5302  7.4184503e-01  1.4161859e-02  4.7842080e-03 -1.7737154e-02
  5303  7.4092040e-01  1.4143472e-02  4.7814267e-03 -1.7713688e-02
  5304  7.3999537e-01  1.4125110e-02  4.7786475e-03 -1.7690276e-02
  5305  7.3907073e-01  1.4106786e-02  4.7758702e-03 -1.7666898e-02
  5306  7.3814829e-01  1.4088500e-02  4.7730946e-03 -1.7643562e-02
  5307  7.3722983e-01  1.4070242e-02  4.7703205e-03 -1.7620248e-02
  5308  7.3631811e-01  1.4052013e-02  4.7675476e-03 -1.7596948e-02
  5309  7.3541383e-01  1.4033824e-02  4.7647758e-03 -1.7573660e-02
  5310  7.3451962e-01  1.4015666e-02  4.7620048e-03 -1.7550365e-02
  5311  7.3363503e-01  1.3997548e-02  4.7592345e-03 -1.7527065e-02
  5312  7.3276352e-01  1.3979453e-02  4.7564646e-03 -1.7503750e-02
  5313  7.3190645e-01  1.3961400e-02  4.7536950e-03 -1.7480413e-02
  5314  7.3106403e-01  1.3943380e-02  4.7509255e-03 -1.7457045e-02
  5315  7.3023736e-01  1.3925394e-02  4.7481560e-03 -1.7433651e-02
  5316  7.2942840e-01  1.3907432e-02  4.7453864e-03 -1.7410204e-02
  5317  7.2863694e-01  1.3889514e-02  4.7426165e-03 -1.7386729e-02
  5318  7.2786464e-01  1.3871633e-02  4.7398463e-03 -1.7363200e-02
  5319  7.2711196e-01  1.3853777e-02  4.7370757e-03 -1.7339614e-02
  5320  7.2637723e-01  1.3835958e-02  4.7343047e-03 -1.7315989e-02
  5321  7.2566357e-01  1.3818176e-02  4.7315332e-03 -1.7292311e-02
  5322  7.2496897e-01  1.3800431e-02  4.7287612e-03 -1.7268579e-02
  5323  7.2429321e-01  1.3782714e-02  4.7259888e-03 -1.7244804e-02
  5324  7.2363693e-01  1.3765035e-02  4.7232159e-03 -1.7220975e-02
  5325  7.2299959e-01  1.3747395e-02  4.7204427e-03 -1.7197094e-02
  5326  7.2237950e-01  1.3729785e-02  4.7176692e-03 -1.7173182e-02
  5327  7.2177679e-01  1.3712203e-02  4.7148956e-03 -1.7149222e-02
  5328  7.2118949e-01  1.3694661e-02  4.7121218e-03 -1.7125237e-02
  5329  7.2061845e-01  1.3677149e-02  4.7093481e-03 -1.7101212e-02
  5330  7.2006042e-01  1.3659668e-02  4.7065746e-03 -1.7077172e-02
  5331  7.1951404e-01  1.3642227e-02  4.7038014e-03 -1.7053121e-02
  5332  7.1897983e-01  1.3624807e-02  4.7010288e-03 -1.7029056e-02
  5333  7.1845424e-01  1.3607427e-02  4.6982569e-03 -1.7004992e-02
  5334  7.1793664e-01  1.3590079e-02  4.6954859e-03 -1.6980926e-02
  5335  7.1742434e-01  1.3572762e-02  4.6927160e-03 -1.6956886e-02
  5336  7.1691761e-01  1.3555477e-02  4.6899474e-03 -1.6932868e-02
  5337  7.1641271e-01  1.3538224e-02  4.6871804e-03 -1.6908879e-02
  5338  7.1590888e-01  1.3520992e-02  4.6844150e-03 -1.6884937e-02
  5339  7.1540435e-01  1.3503803e-02  4.6816516e-03 -1.6861039e-02
  5340  7.1489740e-01  1.3486636e-02  4.6788904e-03 -1.6837212e-02
  5341  7.1438634e-01  1.3469501e-02  4.6761315e-03 -1.6813433e-02
  5342  7.1386852e-01  1.3452399e-02  4.6733751e-03 -1.6789739e-02
  5343  7.1334438e-01  1.3435320e-02  4.6706215e-03 -1.6766126e-02
  5344  7.1281043e-01  1.3418274e-02  4.6678708e-03 -1.6742611e-02
  5345  7.1226728e-01  1.3401251e-02  4.6651232e-03 -1.6719178e-02
  5346  7.1171165e-01  1.3384261e-02  4.6623788e-03 -1.6695863e-02
  5347  7.1114339e-01  1.3367295e-02  4.6596378e-03 -1.6672650e-02
  5348  7.1056245e-01  1.3350364e-02  4.6569003e-03 -1.6649543e-02
  5349  7.0996596e-01  1.3333456e-02  4.6541665e-03 -1.6626565e-02
  5350  7.0935457e-01  1.3316573e-02  4.6514363e-03 -1.6603708e-02
  5351  7.0872739e-01  1.3299715e-02  4.6487099e-03 -1.6580975e-02
  5352  7.0808388e-01  1.3282893e-02  4.6459874e-03 -1.6558375e-02
  5353  7.0742399e-01  1.3266086e-02  4.6432687e-03 -1.6535900e-02
  5354  7.0674741e-01  1.3249315e-02  4.6405540e-03 -1.6513548e-02
  5355  7.0605439e-01  1.3232570e-02  4.6378431e-03 -1.6491337e-02
  5356  7.0534505e-01  1.3215842e-02  4.6351361e-03 -1.6469246e-02
  5357  7.0461978e-01  1.3199152e-02  4.6324329e-03 -1.6447291e-02
  5358  7.0387930e-01  1.3182480e-02  4.6297335e-03 -1.6425448e-02
  5359  7.0312411e-01  1.3165837e-02  4.6270377e-03 -1.6403733e-02
  5360  7.0235512e-01  1.3149222e-02  4.6243456e-03 -1.6382140e-02
  5361  7.0157341e-01  1.3132637e-02  4.6216569e-03 -1.6360653e-02
  5362  7.0077996e-01  1.3116073e-02  4.6189715e-03 -1.6339276e-02
  5363  6.9997606e-01  1.3099539e-02  4.6162894e-03 -1.6318002e-02
  5364  6.9916301e-01  1.3083027e-02  4.6136102e-03 -1.6296812e-02
  5365  6.9834212e-01  1.3066547e-02  4.6109340e-03 -1.6275718e-02
  5366  6.9751504e-01  1.3050100e-02  4.6082604e-03 -1.6254713e-02
  5367  6.9668321e-01  1.3033666e-02  4.6055894e-03 -1.6233766e-02
  5368  6.9584829e-01  1.3017267e-02  4.6029207e-03 -1.6212900e-02
  5369  6.9501179e-01  1.3000903e-02  4.6002541e-03 -1.6192084e-02
  5370  6.9417545e-01  1.2984554e-02  4.5975894e-03 -1.6171319e-02
  5371  6.9334088e-01  1.2968242e-02  4.5949264e-03 -1.6150596e-02
  5372  6.9250979e-01  1.2951957e-02  4.5922650e-03 -1.6129905e-02
  5373  6.9168357e-01  1.2935700e-02  4.5896049e-03 -1.6109238e-02
  5374  6.9086405e-01  1.2919471e-02  4.5869459e-03 -1.6088594e-02
  5375  6.9005251e-01  1.2903272e-02  4.5842879e-03 -1.6067956e-02
  5376  6.8925037e-01  1.2887103e-02  4.5816307e-03 -1.6047325e-02
  5377  6.8845913e-01  1.2870964e-02  4.5789741e-03 -1.6026693e-02
  5378  6.8767993e-01  1.2854846e-02  4.5763179e-03 -1.6006052e-02
  5379  6.8691399e-01  1.2838770e-02  4.5736621e-03 -1.5985386e-02
  5380  6.8616219e-01  1.2822717e-02  4.5710064e-03 -1.5964717e-02
  5381  6.8542551e-01  1.2806697e-02  4.5683508e-03 -1.5944011e-02
  5382  6.8470458e-01  1.2790700e-02  4.5656952e-03 -1.5923282e-02
  5383  6.8400020e-01  1.2774738e-02  4.5630395e-03 -1.5902526e-02
  5384  6.8331271e-01  1.2758810e-02  4.5603835e-03 -1.5881728e-02
  5385  6.8264250e-01  1.2742908e-02  4.5577274e-03 -1.5860906e-02
  5386  6.8198961e-01  1.2727030e-02  4.5550710e-03 -1.5840039e-02
  5387  6.8135413e-01  1.2711189e-02  4.5524144e-03 -1.5819144e-02
  5388  6.8073590e-01  1.2695375e-02  4.5497575e-03 -1.5798210e-02
  5389  6.8013460e-01  1.2679597e-02  4.5471004e-03 -1.5777239e-02
  5390  6.7954977e-01  1.2663836e-02  4.5444431e-03 -1.5756240e-02
  5391  6.7898089e-01  1.2648112e-02  4.5417856e-03 -1.5735217e-02
  5392  6.7842723e-01  1.2632416e-02  4.5391282e-03 -1.5714170e-02
  5393  6.7788781e-01  1.2616748e-02  4.5364708e-03 -1.5693103e-02
  5394  6.7736175e-01  1.2601108e-02  4.5338135e-03 -1.5672019e-02
  5395  6.7684803e-01  1.2585495e-02  4.5311565e-03 -1.5650924e-02
  5396  6.7634526e-01  1.2569911e-02  4.5285000e-03 -1.5629831e-02
  5397  6.7585245e-01  1.2554356e-02  4.5258440e-03 -1.5608736e-02
  5398  6.7536804e-01  1.2538819e-02  4.5231887e-03 -1.5587655e-02
  5399  6.7489068e-01  1.2523320e-02  4.5205343e-03 -1.5566593e-02
  5400  6.7441892e-01  1.2507840e-02  4.5178810e-03 -1.5545558e-02
  5401  6.7395124e-01  1.2492378e-02  4.5152289e-03 -1.5524556e-02
  5402  6.7348610e-01  1.2476955e-02  4.5125782e-03 -1.5503603e-02
  5403  6.7302207e-01  1.2461550e-02  4.5099291e-03 -1.5482687e-02
  5404  6.7255763e-01  1.2446163e-02  4.5072818e-03 -1.5461834e-02
  5405  6.7209117e-01  1.2430804e-02  4.5046364e-03 -1.5441051e-02
  5406  6.7162123e-01  1.2415473e-02  4.5019931e-03 -1.5420326e-02
  5407  6.7114648e-01  1.2400160e-02  4.4993522e-03 -1.5399684e-02
  5408  6.7066538e-01  1.2384865e-02  4.4967136e-03 -1.5379122e-02
  5409  6.7017685e-01  1.2369607e-02  4.4940777e-03 -1.5358646e-02
  5410  6.6967951e-01  1.2354367e-02  4.4914446e-03 -1.5338252e-02
  5411  6.6917236e-01  1.2339143e-02  4.4888143e-03 -1.5317964e-02
  5412  6.6865453e-01  1.2323957e-02  4.4861870e-03 -1.5297779e-02
  5413  6.6812486e-01  1.2308787e-02  4.4835629e-03 -1.5277690e-02
  5414  6.6758290e-01  1.2293634e-02  4.4809419e-03 -1.5257712e-02
  5415  6.6702786e-01  1.2278508e-02  4.4783242e-03 -1.5237837e-02
  5416  6.6645926e-01  1.2263408e-02  4.4757099e-03 -1.5218078e-02
  5417  6.6587679e-01  1.2248335e-02  4.4730990e-03 -1.5198437e-02
  5418  6.6528034e-01  1.2233278e-02  4.4704915e-03 -1.5178907e-02
  5419  6.6466979e-01  1.2218246e-02  4.4678874e-03 -1.5159496e-02
  5420  6.6404524e-01  1.2203241e-02  4.4652868e-03 -1.5140190e-02
  5421  6.6340692e-01  1.2188252e-02  4.4626896e-03 -1.5121000e-02
  5422  6.6275523e-01  1.2173288e-02  4.4600957e-03 -1.5101922e-02
  5423  6.6209068e-01  1.2158351e-02  4.4575052e-03 -1.5082952e-02
  5424  6.6141383e-01  1.2143439e-02  4.4549179e-03 -1.5064087e-02
  5425  6.6072553e-01  1.2128543e-02  4.4523338e-03 -1.5045325e-02
  5426  6.6002668e-01  1.2113672e-02  4.4497528e-03 -1.5026660e-02
  5427  6.5931816e-01  1.2098828e-02  4.4471747e-03 -1.5008091e-02
  5428  6.5860107e-01  1.2083999e-02  4.4445995e-03 -1.4989608e-02
  5429  6.5787666e-01  1.2069205e-02  4.4420270e-03 -1.4971210e-02
  5430  6.5714598e-01  1.2054428e-02  4.4394570e-03 -1.4952890e-02
  5431  6.5641055e-01  1.2039676e-02  4.4368894e-03 -1.4934641e-02
  5432  6.5567160e-01  1.2024950e-02  4.4343242e-03 -1.4916458e-02
  5433  6.5493053e-01  1.2010239e-02  4.4317610e-03 -1.4898334e-02
  5434  6.5418864e-01  1.1995565e-02  4.4291997e-03 -1.4880264e-02
  5435  6.5344756e-01  1.1980906e-02  4.4266402e-03 -1.4862239e-02
  5436  6.5270850e-01  1.1966273e-02  4.4240823e-03 -1.4844254e-02
  5437  6.5197284e-01  1.1951666e-02  4.4215259e-03 -1.4826303e-02
  5438  6.5124205e-01  1.1937085e-02  4.4189707e-03 -1.4808379e-02
  5439  6.5051735e-01  1.1922529e-02  4.4164167e-03 -1.4790477e-02
  5440  6.4980009e-01  1.1907990e-02  4.4138636e-03 -1.4772589e-02
  5441  6.4909137e-01  1.1893486e-02  4.4113114e-03 -1.4754713e-02
  5442  6.4839229e-01  1.1878999e-02  4.4087598e-03 -1.4736840e-02
  5443  6.4770388e-01  1.1864547e-02  4.4062088e-03 -1.4718968e-02
  5444  6.4702705e-01  1.1850111e-02  4.4036582e-03 -1.4701091e-02
  5445  6.4636253e-01  1.1835701e-02  4.4011080e-03 -1.4683207e-02
  5446  6.4571120e-01  1.1821316e-02  4.3985581e-03 -1.4665311e-02
  5447  6.4507345e-01  1.1806957e-02  4.3960084e-03 -1.4647401e-02
  5448  6.4444982e-01  1.1792623e-02  4.3934587e-03 -1.4629475e-02
  5449  6.4384054e-01  1.1778315e-02  4.3909092e-03 -1.4611531e-02
  5450  6.4324591e-01  1.1764032e-02  4.3883596e-03 -1.4593568e-02
  5451  6.4266587e-01  1.1749775e-02  4.3858102e-03 -1.4575586e-02
  5452  6.4210036e-01  1.1735542e-02  4.3832607e-03 -1.4557585e-02
  5453  6.4154917e-01  1.1721334e-02  4.3807113e-03 -1.4539567e-02
  5454  6.4101207e-01  1.1707140e-02  4.3781619e-03 -1.4521532e-02
  5455  6.4048839e-01  1.1692981e-02  4.3756127e-03 -1.4503482e-02
  5456  6.3997766e-01  1.1678846e-02  4.3730636e-03 -1.4485419e-02
  5457  6.3947920e-01  1.1664734e-02  4.3705148e-03 -1.4467349e-02
  5458  6.3899220e-01  1.1650647e-02  4.3679663e-03 -1.4449272e-02
  5459  6.3851568e-01  1.1636583e-02  4.3654182e-03 -1.4431194e-02
  5460  6.3804875e-01  1.1622541e-02  4.3628707e-03 -1.4413119e-02
  5461  6.3759036e-01  1.1608523e-02  4.3603238e-03 -1.4395051e-02
  5462  6.3713918e-01  1.1594537e-02  4.3577776e-03 -1.4376996e-02
  5463  6.3669423e-01  1.1580564e-02  4.3552324e-03 -1.4358959e-02
  5464  6.3625419e-01  1.1566612e-02  4.3526882e-03 -1.4340945e-02
  5465  6.3581791e-01  1.1552692e-02  4.3501451e-03 -1.4322961e-02
  5466  6.3538390e-01  1.1538783e-02  4.3476034e-03 -1.4305011e-02
  5467  6.3495098e-01  1.1524905e-02  4.3450632e-03 -1.4287103e-02
  5468  6.3451789e-01  1.1511048e-02  4.3425245e-03 -1.4269241e-02
  5469  6.3408326e-01  1.1497212e-02  4.3399876e-03 -1.4251430e-02
  5470  6.3364607e-01  1.1483395e-02  4.3374526e-03 -1.4233678e-02
  5471  6.3320484e-01  1.1469608e-02  4.3349196e-03 -1.4215988e-02
  5472  6.3275873e-01  1.1455831e-02  4.3323888e-03 -1.4198367e-02
  5473  6.3230639e-01  1.1442084e-02  4.3298603e-03 -1.4180818e-02
  5474  6.3184702e-01  1.1428345e-02  4.3273342e-03 -1.4163347e-02
  5475  6.3137963e-01  1.1414635e-02  4.3248106e-03 -1.4145957e-02
  5476  6.3090349e-01  1.1400954e-02  4.3222895e-03 -1.4128652e-02
  5477  6.3041770e-01  1.1387281e-02  4.3197712e-03 -1.4111435e-02
  5478  6.2992175e-01  1.1373637e-02  4.3172557e-03 -1.4094309e-02
  5479  6.2941516e-01  1.1360000e-02  4.3147429e-03 -1.4077277e-02
  5480  6.2889754e-01  1.1346402e-02  4.3122331e-03 -1.4060339e-02
  5481  6.2836855e-01  1.1332811e-02  4.3097262e-03 -1.4043497e-02
  5482  6.2782814e-01  1.1319238e-02  4.3072222e-03 -1.4026751e-02
